ulasan,rating,sentimen
Kalian harus donlowad seru..... banget jadi kalo ada filem bioskop yang baru lansung ada di Netflix....wow ok dadah......,5,positif
Jelek,1,negatif
Well,5,positif
Oke,5,positif
Di hp saya ini bisa tp di hp redminote 5plus saya knp gabisa ya tulisannya perangkat anda tidak kompitable dgn versi ini ? Nah itu solusinya apa ya? Saya kasih binta 3 dulu klo sudah dijawab dan saya mengerti saya edit bintang 5,3,negatif
"Film dan serial""nya selalu terbaik",5,positif
Bagus dan sangat membantu di saat bosan dan tak tau apa yg harus di tonton,5,positif
Kok jadi aneh tampilan nya,1,negatif
Netflix tolol garep anime aj GK bisa lu goblok,1,negatif
"Kok jadi gini sih saya kira jaringan saya yg kurang stabil tapi saya coba nonton yt 1080p lancar, ini netflix kok nge frame parah padahal bukan main game cuma nonton film. Jika kendala ini masih terjadi kemungkinan saya akan berhenti berlangganan netflix akhir bulan ini",1,negatif
Aplikasi goblokk hapus ngapah,1,negatif
edan,5,positif
Bagus,5,positif
Uda download 3 kali TPI ga bisa di buka knp si:),1,negatif
Great app,5,positif
"Gw uninstall apk nya , ribet cara daftar nya , dan ga guna juga kayaknya",1,negatif
"Di Netflix banyak film2 dan drama yang menarik dan pastinya seru,,semoga kedepannya lebih banyak yg menikmati dan memakai Netflix dan Semoga bisa lebih bagus lagi KEREN ABISSS»",5,positif
"I just want to ask one thing only. Please add a new section that tells us movies that are about to expired on Netflix. You know, like ""Hot&New"" section. It's almost the same, but only it's the opposite. So, we can figure out and WATCH what movies that will leave Netflix in the upcoming days, or weeks. Other than that, I found no problem with this app.",4,positif
Ok,5,positif
Ini cara terakhir gw lihat replay film,3,negatif
"#TUTUPHOLYWINGS #BOIKOTUMBRELLA Ada banyak bukti karma pada orang-orang yang menghina Islam, saya yakin anda tidak ingin sial dihidup anda yang sudah ada diatas tentunya dengan aplikasi ini salah satunya sumber kekayaan anda.",1,negatif
Hai aku rekonmedasiin bagi kalian yang suka dirumah ajah trus hobi nonton kalian wajib donload aplikasi ini. .,5,positif
mantapppp,5,positif
Saya ingin berharapnya bisa paket langganan sebulan yang pake pulsa aja.. ga usah pake kartu kredit sejenis apa aja tapi nanti error nya bgt.. 🥺🥺,5,positif
Ga asik,1,negatif
Ok,5,positif
"Saya sudah bayar tapi gak bisa masuk, trus saya harus gimana ini",1,negatif
"Mau daftar aja gk bisa bisa, sialan lu gw unistal aja",1,negatif
"Gak tau lagi ya, gua download cuman buat nonton to all the boys I've love before season 2 doang eh ketagihan dong soalnya banyak bgt yg emg pengen gua download dan tonton. Gak nyesel lah pokoknya. Love it lah pokoknya 🥰🥰🥰. Yg error gitu kayak gak tampil layarnya coba deh make provider lain jgn pake produk telkom, termasuk juga yg berlangganan indihome, netflix diblokir sama telkom karena mereka punya iflix dan maxstream makanya diblokir. Gua make smartfren lancar bgt.",5,positif
Baik,5,positif
Setiap mau log in tidak bisa dan ketika sudah log in tidak bisa play movienya,1,negatif
gajelas kbnykm prem sy org miskin co,1,negatif
aku sangat suka tapii aku penasaran ada anime gak ya?🤭,5,positif
"Yg komen rata2 pd goblok semua.. udh tau harus pake VPN masuk nya, di indo mah di blokiri pemerintah coy hahahahha..",5,positif
Ok,5,positif
Ndak bisa dibuka,1,negatif
buffering teross,1,negatif
Kenapa saya sudah langganan sekitar 20hari setelahnya tidak bisa login,3,negatif
Kenapa netflix uda beda sekarang uda ngga pernah update film2 lgi. Ngga kyk sebelumnya. Hampir tiap hari tpi sekarang uda ngga pernah update lagi...,5,positif
Bagus,5,positif
Lumayan lah,5,positif
Baguss,5,positif
Susah,1,negatif
Yg jaringan/kartu by.u telkomsel ga bisa pake netflix... Sayang udah gada versi trialnya 😭😭😭 ga punya kartu kredit,1,negatif
Waw,5,positif
Busuk,1,negatif
Good,5,positif
Oke sip,5,positif
Mantup,5,positif
Ok punya,5,positif
Misquen,1,negatif
👍,5,positif
Kreen,5,positif
Kumohon untuk acara Spongebob movie atau anak anak jangan bayar saya juga ingin menonton nya:( .kami tidak sanggup membayar dan sangat sangat ingin menonton nya. Orang tua aku belum tentu mengizinkan ku untuk membayar nya:(,1,negatif
aplikasi sangat bagus,5,positif
"Yh elah ribut banget nih app, login aja harus ke Chrome dulu,, mana gagal terus bikin gk mood,, blm 10 menit lngsng uninstall lagi👍🏻",1,negatif
Jooosss,5,positif
amplikasi sampah.login aja gak bisa.jaringan 4g,1,negatif
nice,5,positif
Boikot film umbrella academy 3 atau bintang 1 akan trus di berikannn,1,negatif
Mantap,5,positif
Udah download malah ga bisadi buka,1,negatif
Coba,4,positif
Ok,5,positif
Kok gak bisa dibuka ya?,1,negatif
Cuman ikut doang,1,negatif
Bereh,5,positif
uang tidak kembali jika sudah tidak berlangganan jelek,1,negatif
piu piu baru download udah gk kebuka..,1,negatif
udah di download tp g bisa kebuka 😒😒,1,negatif
Mantap brow,5,positif
Ok,4,positif
"Bagussss, bisa urunan",5,positif
film aja gak ada ampun gua mah,1,negatif
okee,5,positif
Ok,5,positif
eror tidak bisa nonton padahal baru saja bayar langganan tolong di fix kalau tidak di fix brrti ini app scam,1,negatif
"buat yg nanya kenapa aplikasi ini gabisa dipakai karena netflix itu gabisa digunain kalo jaringan kalian telkomsel ataupun pakai indihome trus juga kalaupun jaringanya bukan telkomsel/indihome kalo kaga bayar ya juga gabisa paling ngga kalian daftar dulu,masukin nomor atm baru bisa coba satu bulan gratis sesudah satu bulan ya bayar,gitu.",4,positif
Good,5,positif
Keren,5,positif
"Udh langganan,film mya lbh di lengkapi lagi donk,",3,negatif
Apakah tidak ada fitur mengubah warna atau memberi line pada subtittle? Sangat merepotkan saat warnanya nyaru dengan videonya.,4,positif
Kenapa di hpku gak bisa dibuka ada mulu alasannya agar gak bisa dibuka....why?,1,negatif
JAN SEMBARANGAN TARU NAMA YA,1,negatif
Gk bsa di hapus apk nya,1,negatif
Jangan main main kau,1,negatif
Ending #whenthephonerings paling aku benci. Diselipkan isu perang yg sedang berlangsung. Propaganda busuq,1,negatif
Hiburan dikala senggang,4,positif
Mantap,5,positif
Saya udh login tetep aja engga bisa masuk,1,negatif
Cuma php doang ega bisa di buka,1,negatif
-1 otak ajg,1,negatif
Goood,5,positif
Ga bisa di buka apknya,1,negatif
Bagus,5,positif
Bagus bangett,5,positif
APLIKASI SANGAT MANTAP,5,positif
terlalu banyak film Korea,3,negatif
Good ways,5,positif
Keren abis,5,positif
😡😡😡😡😡,1,negatif
"Loading mulu anj**g, tiap bulan saldo terpotong. Sinyal bagus kok gak bisa buka",1,negatif
Pokoknya seru,5,positif
good app,5,positif
hapus akademi3,1,negatif
Ok,5,positif
Netflix tambahin lagi dong film² nyaaa aku sngja brlnggnan pengen nnton film Avatar 2,5,positif
Pro zionis,1,negatif
keren netfix baru pertama kali dwonload langsung mau berlangganan.gimana mau liat fitur di dalem nya kalo pertama kali dwonload langsung di alihkan pembayaran .,2,negatif
Ga ada subtitle bahasa Indonesia nya kecewa,1,negatif
"Lagi2 g bisa muter video pake data seluler, selalu di pancing pake wifi dlu. Nelp cs-nya dbilang hpku yg rusak 😌 pas baca ulasan trnyta ad yg sma jg kendalanya.. Itu artinya lain HP saya ya tpi memang netflix nya hrus di bgusin sistemnyaa.. Kn capeekk yaa sdh mahal tpi bgini yg didapatkan pelanggan 😌😌🤧🤧",3,negatif
THANKS NETFLIX FOR RELEASE DOCUMENTARY BLACKPINK : LIGHT UP THE SKY💛,5,positif
"Ribet bngt,pdhl dulu gk sribet ini",1,negatif
Nggak bisa dibuka,1,negatif
"Suara konsumen tidak didengar, tolong metode pembayaran berlangganan ditambah, tidak cuma dengan CC",1,negatif
apaan sih.. subtitle Indonesia terutama buat anime banyak yg gak akurat...,1,negatif
"Karena diblok sama telkomsel jd ngga kepake, bye",1,negatif
Aplikasi film yang bagus mudah digunakan,5,positif
Pembayaranya moga aja pakek via pulsa yg nggak ribet²/sesimpel mungkin.,3,negatif
Baru buka udah suruh langsung bayar kan tulisannya gratis 30 hari gmn ini payah,1,negatif
"Aneh daftar nya aja rumit bgt pdhl udh di bayar tapi masih g bisa masuk,suruh selesaikan login mulu tolong di perbaiki",1,negatif
"pas baca komen eh komen nya pda berbayar semua,ahh ya sudahlah ra sido download Cok, wkwkwkwk ak itu meh nonton girl from nowhere wkwkwkwk 😀",1,negatif
omat sinetron azab,5,positif
Ok,5,positif
Susah pembayaran,1,negatif
Kalo g bisa d bika ngapaon harus d download ngaco,1,negatif
Gag k jangkau,1,negatif
Ntap,5,positif
Ni apk Netflix susah banget si bt dptr nya udh BNR jg Imel nya pke bilang salah d ksh no msh bong slh jg heran gw mau nya ap s ni apk nyebelin bngt yg Laen gmpng pke akun FB jg bs Ni MH anjir susah nya minta d uleg n apk am gw,1,negatif
Lebih mudah untuk menonton,5,positif
"Udah gk jelas ini aplikasi, auto unistall",1,negatif
filmnya sedikit bgttt resolusi blur ray gk mutuuuu,1,negatif
Semenjak update tiba2 perangkat tidak bisa terhubung dengan rumah.. Jd tidak bs nonton di hp,1,negatif
"Skarang sering stuck dan error sendiri film nya, kadang juga muncul notifikasi tertulis TERJADI KESALAHAN SAAT MEMUTAR VIDEO (5.10) jadi harus restart power hp (hard restart).",3,negatif
Layar menjadi hitam saat streaming film:(,1,negatif
Good,4,positif
Udh download gabisa di buka,1,negatif
4 bintang dulu baru coba bro,4,positif
Gue pengen nntn film aja ribet,1,negatif
Oke,5,positif
Mantap,4,positif
"Haloo..bisa kah pembayaran lewat debet,tak semua orang punya kartu kredit..",1,negatif
"Beda kayak apk nonton lain, apk lain ga harus langganan dan masih bisa nonton film tuh. Mana harga paket langganannya mahal jg. Skip2 mending apk sebelah",1,negatif
Kenapa selalu mentok di awal tulisan netflix ?? Tolong di respon,1,negatif
Update gagal,3,negatif
Mantappp,5,positif
Dikit dikit bayar..,1,negatif
"Harus pakai kartu debit ya? Kalau bisa jangan cuma pakai kartu debit dungs,kan kasihan buat para pelajar yg blm punya kartu debit.Misalnya kyk pulsa,ovo,dll.",4,positif
Love,5,positif
"Susahnyaa itu berlangganan harus pakai kartu kredit, tolong selanjutnya diupdate untuk pembayaran yang lain gitu.",4,positif
Appp bejat,1,negatif
De best,5,positif
"Good, udh hd, subittle nya juga tersedia!",5,positif
Saat saya mau masuk loadingnya lama banget..... Apakah saya harus menunggu loading sampai akhir zaman(kiamat)?,1,negatif
Ko gk bisa masuk setelah update? Apa lgi gangguan?,2,negatif
Ko ga bs kebuka sih......kenapaaaaa?????,1,negatif
Yang komplain GOLONGAN MISKIN PEMBURU GRATISAN😂😂😂 lu kira kayak hooq gratisan dan BANGKRUT bego jangan di pelihara mau bagus???mau nonton film baru???BAYAR DULU DONG JANGAN MIKIR GRATISAN aja dasar orang² mental MISKIN!!!,5,positif
Jelek,3,negatif
Bagus,5,positif
Mantap,5,positif
Ye wah anh,5,positif
Bagus,5,positif
Ga bisa dipake di redmi note 8 pro harus yang versi lama -_,1,negatif
Xl lite gratis ni aplikasi manaa bohong,1,negatif
"Plisss dengar komentar kritik saran nya ya masak masuk langsung suruh bayar pake kredit,yg ga punya trs gmn? develop plisss noticcceeeee!!!!!!",1,negatif
Baik sangat berguna,5,positif
Uda di update masi gak bisa di pake cuma ada tulisan(Maaf kami tidak bisa menjangkau Netflix),1,negatif
Kamu 😀,1,negatif
Trying,5,positif
Amplikasi apa ini udah di update gk bisa di delete aja ni,1,negatif
Bagus,1,negatif
Tolong diperbaiki saya tidak bisa masuk ke aplikasi Netflix!!!sudah bayar mahal juga,1,negatif
Terbaik,4,positif
Seru,5,positif
"120 k tak bisa nonton apa2,, memang pret,, sia2 120 k",1,negatif
Gasssss,5,positif
list series terbaru hilang padahal masih ongoing,1,negatif
Gk bisa daftar,1,negatif
Good,5,positif
The best untuk konten filmnya,5,positif
Mantap,5,positif
Puas sekali,5,positif
"Sialan udah beli paketnya malah gak bisa nonton di 2 hp sekaligus, apalah ada pembatasan, padahal keterangan saat beli paket bulanannya bisa nonton di 2 paket... Ini namanya penipuan e'ek",1,negatif
app streaming movie ter anjirrrr🤧 original series netflix nya itu lo parah semua😝😝😝 we stand you netflix!,5,positif
Good,5,positif
Rugi banget download aplikasi netflik g bisa masuk pakai akun yang biasa saya pakai,1,negatif
Mantap gan mau,5,positif
Mau masuk aplikasi . Ga bisa terus,1,negatif
"Sulit masuk, mesti berlangganan dulu ..",1,negatif
Mantap,5,positif
#BOIKOTNEFLIX karena telah melecehkan agama saya yaitu ISLAM,1,negatif
Yoi,4,positif
🤬🤬🤬😡😡,1,negatif
Kok pas mau masuk pake email kok gak bisa pilihan editor apaan ini sampah pas masuk pake email yg kedua salah gimana sih 😡🤬,1,negatif
"Tolong pihak Netflix, janganlah kasih film yang menghina agama orang lain, karena itu tidak baik, jadi tolong kasih film yang lebih baik saja, itu saja tolong ya",1,negatif
good,5,positif
👍,5,positif
mahal anj,5,positif
sama keluhan nya dengan yg lain huuu,1,negatif
Bad banget,1,negatif
Terbaeeek,4,positif
Good,5,positif
Sangat mengecewakan untuk login sulit sandi salah terus padahal sandi email benar,1,negatif
Gak bisa dibuka,1,negatif
Bagaimana cara Uninstal aplikasi ini dari Samsung A21S.... karena saya tidak memerlukan aplikasi ini.....,1,negatif
"Maaf Device saya Android SONY XPERIA 1 (Layar 21:9) Kok play beberapa Movie khususnya Sony Pictures yg notabene sangat support Device Sony Xperia di layar 21:9 sekarang jadi terlihat gepeng ya? Ga bisa full 21:9, alhasil terlihat ketarik ga nyaman diliatnya, ini Netflix Official kan? Mohon perbaiki BUGS LAYAR 21:9 Segera, atau saya berhenti berlangganan, Terima Kasih!",1,negatif
Bagus,4,positif
Optimal,5,positif
Keren,5,positif
Iigh,5,positif
baru coba,1,negatif
Kontol,1,negatif
kak mohon di perbaikin server netflix nya saatnya download lemot banget servernya,3,negatif
Snemua kq bayar???,1,negatif
Woi jangan menyiarkan penghinaan gblk,1,negatif
"G bisa""",1,negatif
rasis tolol,1,negatif
Mantap,5,positif
jossss gandossss,5,positif
Aplikasi lagi coba semoga bagus dapat dipakai,1,negatif
Keren serasa di bioskop hahaha,5,positif
Ada filmnya ga sub indo ngapain gua bayar,1,negatif
"Netflix error, monmaap ni yaa sebelumnyaa kita kan di netflix BERBAYAR ga gratis jadi kalau misalnya netflix error mulu yang rugi siapa? Sayaaa jadi tolong cepat di perbaiki",1,negatif
"saya langganan tapi tidak bisa masuk akunnya, mau di ss dijadikan bukti malah dibatasi",1,negatif
"abis di bayar gak bisa di bukak , kalo udah mepet tagal pembayaran bulan berikutnya bisa di buka",3,negatif
Jelek,1,negatif
Aplikasi g berguna. BYE,1,negatif
Ora sudi,1,negatif
Can you fix the subtitle's colour? I barely can see the subtitle bcs the movie behide have bright colour. My eyes is sick when watching. Please do adjustment between subtitle's colour and the movie.,3,negatif
Harganya mahal banget padahal perbulan 🤡,1,negatif
Aplikasi bodoh,1,negatif
Film filmnya bagus,5,positif
Baru donlod trus mau daftar dan bayar ribet banget dah padahal cuma pengen nonton 1 film aja🤔🤔🙄🙄,1,negatif
"Mau nonton film 'kingdom' eh gak jadi setelah lihat komen2 buruk di bawah hanya utk daftar, akhirnya balik lagi dah ke VIU atau iflix. Bodo amat dah sama itu film, gw dah puas nonton film 'rampant' aja... Wkwkwk. auto uninstall.",1,negatif
good movie,5,positif
Luar biasa,5,positif
Gk usa hina ALLAH DI film yg terbaru LAFAZ ALLAH DI TARO DI LANTAI sama di samping lambang dajjal ALLAHUAKBAR,1,negatif
Kenapa menu coming soon tidak bisa loading,3,negatif
"kenapa saat play vidio, buffering terus, padahal sudah pakai wifi yg kenceng, di download berhasil, saat play tidak bisa juga, tolong tolonggggg",1,negatif
Semua film ada di Netflix,5,positif
Bagus,5,positif
tolong beritahu cara berhenti berlangganan,3,negatif
I like,5,positif
Good 🎥 film,5,positif
Film nya bagus,5,positif
NETFLIX KONTOLL,1,negatif
Pendaftaran ribet,1,negatif
GW JADI NYA GAK BISA NONTON MONKART!!!!!,1,negatif
"Lawak aplikasinya g bisa masuk gg Netflix""",1,negatif
Selama ini baik tidak ada ganguan,5,positif
maafkan Pemerintah Indonesia yang goblok yah,5,positif
Banyak filem❤️❤️❤️❤️,5,positif
Nonton regular show kurang musimnya,3,negatif
"Saya baru download mau daftar, tapi katanya ada kesalahan suruh coba lagi, saya sudah coba 2 kali, udah 2 hari saya coba lagi tetep ga bisa daftar, padahal pengen banget nonton drama",1,negatif
Ok,5,positif
"Sampai sekarang masih oke oke aja,tp kadang suka error loginnya",4,positif
Keren aja deh pokoknya,5,positif
Payment method not working for gopay. No solution from CS that I need wait 24 hours just because I cant pay with gopay payment method for some reason its error in netflix app. It says my method payment already linked with another account which is I just only have 1 account with current phone number I used. Strange I cant pay with my own wallet phone number with very enough amount for Premium Subscription.,1,negatif
apaan gak bisa dibuka,1,negatif
"Terjemahannya perbaiki dengan bhs sekarang jgn pake bhs baku jdi gk kereen nntonya , apalagi di ambil dri bhs suku ,",4,positif
Susah mh masukin email,1,negatif
Tot,1,negatif
"Netflix adalah platform streaming yang luar biasa! Beragam konten film dan serial TV, kualitas gambar yang jernih, dan kemampuan untuk menonton di berbagai perangkat membuat Netflix menjadi pilihan yg tepat.",5,positif
Ufn,5,positif
udh daftar udh bayar GK bisa di buka,1,negatif
Bagus,5,positif
Ni app harus pke VPN bru bisa d buka,1,negatif
"merasa di rugikan, bayar mahal"" buat beli yg HD malah resolusi nya sd. mohon kembalikan uang saya",1,negatif
Aplikasi kontol,1,negatif
apk ini hanya untuk orang kaya,1,negatif
Ini aplikasi apaan!!! Baru di download langsung gak bisa dibuka aplikasi nya Gak jelas!!!!!!!,1,negatif
Bad aps,1,negatif
"Sangat mengontol aplikasi ini bikin gw tergilaaa gila gila sama nona sexy di dalam film nya ,terima kasih",5,positif
sangat baik,5,positif
Jlk......,1,negatif
Saya mau download dan berlangganan jd ragu seharusnya pihak PLAYSTORE juga bertanggungjawab utk segera menghapus aplikasi yg membuat banyak kerugian seperti aplikasi ini banyak srkali yg komentar uangnya raib padahal sudah bayar dan berlangganan.,1,negatif
Nice and thank you . You are the best,5,positif
Ga semua orang punya uang,1,negatif
Bagus,5,positif
Mayan lah,5,positif
